"normal_distance","arc_length","Points:0","Points:1","Points:2"
38.887,38.707,75.909,42.517,108.46
38.967,38.784,75.907,42.487,108.53
39.048,38.862,75.905,42.456,108.6
39.129,38.939,75.903,42.425,108.67
39.209,39.017,75.9,42.395,108.74
39.29,39.094,75.898,42.364,108.81
39.371,39.172,75.896,42.334,108.88
39.452,39.25,75.894,42.303,108.96
39.532,39.327,75.892,42.273,109.03
39.613,39.405,75.889,42.242,109.1
39.694,39.482,75.887,42.212,109.17
39.774,39.56,75.885,42.181,109.24
39.855,39.637,75.883,42.15,109.31
39.936,39.715,75.881,42.12,109.38
40.016,39.793,75.879,42.089,109.45
40.097,39.87,75.876,42.059,109.53
40.178,39.948,75.874,42.028,109.6
40.258,40.025,75.872,41.998,109.67
40.339,40.103,75.87,41.967,109.74
40.42,40.18,75.868,41.937,109.81
40.501,40.258,75.865,41.906,109.88
40.581,40.336,75.863,41.875,109.95
40.662,40.413,75.861,41.845,110.03
40.743,40.491,75.859,41.814,110.1
40.823,40.568,75.857,41.784,110.17
40.904,40.646,75.854,41.753,110.24
40.985,40.723,75.852,41.723,110.31
41.065,40.801,75.85,41.692,110.38
41.146,40.879,75.848,41.661,110.45
41.227,40.956,75.846,41.631,110.52
41.305,41.034,75.844,41.6,110.6
41.38,41.111,75.841,41.57,110.67
41.456,41.189,75.839,41.539,110.74
41.532,41.266,75.837,41.509,110.81
41.608,41.344,75.835,41.478,110.88
41.684,41.422,75.833,41.448,110.95
41.759,41.499,75.83,41.417,111.02
41.835,41.577,75.828,41.386,111.09
41.911,41.654,75.826,41.356,111.17
41.987,41.732,75.824,41.325,111.24
42.063,41.809,75.822,41.295,111.31
42.139,41.887,75.819,41.264,111.38
42.214,41.964,75.817,41.234,111.45
42.29,42.042,75.815,41.203,111.52
42.366,42.12,75.813,41.173,111.59
42.442,42.197,75.811,41.142,111.66
42.518,42.275,75.809,41.111,111.74
42.593,42.352,75.806,41.081,111.81
42.669,42.43,75.804,41.05,111.88
42.745,42.507,75.802,41.02,111.95
42.821,42.585,75.8,40.989,112.02
42.897,42.663,75.798,40.959,112.09
42.972,42.74,75.795,40.928,112.16
43.048,42.818,75.793,40.898,112.23
43.124,42.895,75.791,40.867,112.31
43.2,42.973,75.789,40.836,112.38
43.276,43.05,75.787,40.806,112.45
43.352,43.128,75.784,40.775,112.52
43.427,43.206,75.782,40.745,112.59
43.503,43.283,75.78,40.714,112.66
43.579,43.361,75.778,40.684,112.73
43.655,43.438,75.776,40.653,112.8
43.731,43.516,75.773,40.623,112.88
43.806,43.593,75.771,40.592,112.95
43.882,43.671,75.769,40.561,113.02
43.958,43.749,75.767,40.531,113.09
44.034,43.826,75.765,40.5,113.16
44.11,43.904,75.763,40.47,113.23
44.186,43.981,75.76,40.439,113.3
44.261,44.059,75.758,40.409,113.37
44.337,44.136,75.756,40.378,113.45
44.413,44.214,75.754,40.348,113.52
44.489,44.292,75.752,40.317,113.59
44.565,44.369,75.749,40.286,113.66
44.64,44.447,75.747,40.256,113.73
44.716,44.524,75.745,40.225,113.8
44.792,44.602,75.743,40.195,113.87
44.868,44.679,75.741,40.164,113.94
44.944,44.757,75.738,40.134,114.02
45.02,44.835,75.736,40.103,114.09
45.095,44.912,75.734,40.073,114.16
45.171,44.99,75.732,40.042,114.23
45.247,45.067,75.73,40.011,114.3
45.323,45.145,75.728,39.981,114.37
45.399,45.222,75.725,39.95,114.44
45.474,45.3,75.723,39.92,114.51
45.55,45.377,75.721,39.889,114.59
45.626,45.455,75.719,39.859,114.66
45.702,45.533,75.717,39.828,114.73
45.778,45.61,75.714,39.798,114.8
45.854,45.688,75.712,39.767,114.87
45.929,45.765,75.71,39.736,114.94
46.005,45.843,75.708,39.706,115.01
46.081,45.92,75.706,39.675,115.08
46.157,45.998,75.703,39.645,115.16
46.233,46.076,75.701,39.614,115.23
46.308,46.153,75.699,39.584,115.3
46.384,46.231,75.697,39.553,115.37
46.46,46.308,75.695,39.523,115.44
46.536,46.386,75.693,39.492,115.51
46.612,46.463,75.69,39.461,115.58
46.688,46.541,75.688,39.431,115.65
46.763,46.619,75.686,39.4,115.73
46.839,46.696,75.684,39.37,115.8
46.915,46.774,75.682,39.339,115.87
46.991,46.851,75.679,39.309,115.94
47.067,46.929,75.677,39.278,116.01
47.142,47.006,75.675,39.248,116.08
47.218,47.084,75.673,39.217,116.15
47.294,47.162,75.671,39.186,116.22
47.37,47.239,75.668,39.156,116.3
47.446,47.317,75.666,39.125,116.37
47.522,47.394,75.664,39.095,116.44
47.597,47.472,75.662,39.064,116.51
47.673,47.549,75.66,39.034,116.58
47.749,47.627,75.658,39.003,116.65
47.825,47.705,75.655,38.972,116.72
47.901,47.782,75.653,38.942,116.79
47.976,47.86,75.651,38.911,116.87
48.052,47.937,75.649,38.881,116.94
48.128,48.015,75.647,38.85,117.01
48.204,48.092,75.644,38.82,117.08
48.28,48.17,75.642,38.789,117.15
48.356,48.248,75.64,38.759,117.22
48.431,48.325,75.638,38.728,117.29
48.507,48.403,75.636,38.697,117.37
48.582,48.48,75.633,38.667,117.44
48.657,48.558,75.631,38.636,117.51
48.732,48.635,75.629,38.606,117.58
48.806,48.713,75.627,38.575,117.65
48.881,48.791,75.625,38.545,117.72
48.956,48.868,75.623,38.514,117.79
49.031,48.946,75.62,38.484,117.86
49.106,49.023,75.618,38.453,117.94
49.181,49.101,75.616,38.422,118.01
49.261,49.178,75.614,38.392,118.08
49.344,49.256,75.612,38.361,118.15
49.427,49.333,75.609,38.331,118.22
49.51,49.411,75.607,38.3,118.29
49.593,49.489,75.605,38.27,118.36
49.676,49.566,75.603,38.239,118.43
49.759,49.644,75.601,38.209,118.51
49.842,49.721,75.598,38.178,118.58
49.925,49.799,75.596,38.147,118.65
50.008,49.876,75.594,38.117,118.72
50.091,49.954,75.592,38.086,118.79
50.174,50.032,75.59,38.056,118.86
50.257,50.109,75.588,38.025,118.93
50.34,50.187,75.585,37.995,119
50.423,50.264,75.583,37.964,119.08
50.506,50.342,75.581,37.934,119.15
50.589,50.419,75.579,37.903,119.22
50.672,50.497,75.577,37.872,119.29
50.755,50.575,75.574,37.842,119.36
50.838,50.652,75.572,37.811,119.43
50.921,50.73,75.57,37.781,119.5
51.004,50.807,75.568,37.75,119.57
51.087,50.885,75.566,37.72,119.65
51.17,50.962,75.563,37.689,119.72
51.256,51.04,75.561,37.659,119.79
51.341,51.118,75.559,37.628,119.86
51.427,51.195,75.557,37.597,119.93
51.512,51.273,75.555,37.567,120
51.598,51.35,75.553,37.536,120.07
51.683,51.428,75.55,37.506,120.14
51.768,51.505,75.548,37.475,120.22
51.854,51.583,75.546,37.445,120.29
51.939,51.661,75.544,37.414,120.36
52.025,51.738,75.542,37.384,120.43
52.11,51.816,75.539,37.353,120.5
52.195,51.893,75.537,37.322,120.57
52.281,51.971,75.535,37.292,120.64
52.366,52.048,75.533,37.261,120.71
52.452,52.126,75.531,37.231,120.79
52.537,52.204,75.528,37.2,120.86
52.622,52.281,75.526,37.17,120.93
52.708,52.359,75.524,37.139,121
52.793,52.436,75.522,37.109,121.07
52.879,52.514,75.52,37.078,121.14
52.964,52.591,75.518,37.047,121.21
53.049,52.669,75.515,37.017,121.28
53.135,52.746,75.513,36.986,121.36
53.22,52.824,75.511,36.956,121.43
53.306,52.902,75.509,36.925,121.5
53.391,52.979,75.507,36.895,121.57
53.476,53.057,75.504,36.864,121.64
53.562,53.134,75.502,36.834,121.71
53.647,53.212,75.5,36.803,121.78
53.733,53.289,75.498,36.772,121.85
53.813,53.367,75.496,36.742,121.93
53.886,53.445,75.493,36.711,122
53.959,53.522,75.491,36.681,122.07
54.032,53.6,75.489,36.65,122.14
54.105,53.677,75.487,36.62,122.21
54.177,53.755,75.485,36.589,122.28
54.25,53.832,75.483,36.559,122.35
54.323,53.91,75.48,36.528,122.42
54.396,53.988,75.478,36.497,122.5
54.469,54.065,75.476,36.467,122.57
54.542,54.143,75.474,36.436,122.64
54.614,54.22,75.472,36.406,122.71
54.687,54.298,75.469,36.375,122.78
54.76,54.375,75.467,36.345,122.85
54.833,54.453,75.465,36.314,122.92
54.906,54.531,75.463,36.284,122.99
54.981,54.608,75.461,36.253,123.07
55.055,54.686,75.458,36.222,123.14
55.13,54.763,75.456,36.192,123.21
55.205,54.841,75.454,36.161,123.28
55.28,54.918,75.452,36.131,123.35
55.354,54.996,75.45,36.1,123.42
55.429,55.074,75.448,36.07,123.49
55.504,55.151,75.445,36.039,123.56
55.578,55.229,75.443,36.008,123.64
55.653,55.306,75.441,35.978,123.71
55.728,55.384,75.439,35.947,123.78
55.803,55.461,75.437,35.917,123.85
55.877,55.539,75.434,35.886,123.92
55.952,55.617,75.432,35.856,123.99
56.027,55.694,75.43,35.825,124.06
56.102,55.772,75.428,35.795,124.14
56.176,55.849,75.426,35.764,124.21
56.251,55.927,75.423,35.733,124.28
56.326,56.004,75.421,35.703,124.35
56.4,56.082,75.419,35.672,124.42
56.475,56.16,75.417,35.642,124.49
56.55,56.237,75.415,35.611,124.56
56.625,56.315,75.413,35.581,124.63
56.699,56.392,75.41,35.55,124.71
56.774,56.47,75.408,35.52,124.78
56.849,56.547,75.406,35.489,124.85
56.923,56.625,75.404,35.458,124.92
56.998,56.702,75.402,35.428,124.99
57.073,56.78,75.399,35.397,125.06
57.148,56.858,75.397,35.367,125.13
57.222,56.935,75.395,35.336,125.2
57.297,57.013,75.393,35.306,125.28
57.372,57.09,75.391,35.275,125.35
57.447,57.168,75.388,35.245,125.42
57.525,57.245,75.386,35.214,125.49
57.605,57.323,75.384,35.183,125.56
57.684,57.401,75.382,35.153,125.63
57.763,57.478,75.38,35.122,125.7
57.843,57.556,75.378,35.092,125.77
57.922,57.633,75.375,35.061,125.85
58.001,57.711,75.373,35.031,125.92
58.081,57.788,75.371,35,125.99
58.16,57.866,75.369,34.97,126.06
58.24,57.944,75.367,34.939,126.13
58.319,58.021,75.364,34.908,126.2
58.398,58.099,75.362,34.878,126.27
58.478,58.176,75.36,34.847,126.34
58.557,58.254,75.358,34.817,126.42
58.636,58.331,75.356,34.786,126.49
58.716,58.409,75.353,34.756,126.56
58.795,58.487,75.351,34.725,126.63
58.874,58.564,75.349,34.695,126.7
58.954,58.642,75.347,34.664,126.77
59.033,58.719,75.345,34.633,126.84
59.112,58.797,75.343,34.603,126.91
59.192,58.874,75.34,34.572,126.99
59.271,58.952,75.338,34.542,127.06
59.351,59.03,75.336,34.511,127.13
59.43,59.107,75.334,34.481,127.2
59.509,59.185,75.332,34.45,127.27
59.589,59.262,75.329,34.42,127.34
59.668,59.34,75.327,34.389,127.41
59.747,59.417,75.325,34.358,127.48
59.827,59.495,75.323,34.328,127.56
59.906,59.573,75.321,34.297,127.63
59.985,59.65,75.318,34.267,127.7
60.065,59.728,75.316,34.236,127.77
60.144,59.805,75.314,34.206,127.84
60.223,59.883,75.312,34.175,127.91
60.303,59.96,75.31,34.145,127.98
60.382,60.038,75.308,34.114,128.05
60.462,60.116,75.305,34.083,128.13
60.541,60.193,75.303,34.053,128.2
60.62,60.271,75.301,34.022,128.27
60.7,60.348,75.299,33.992,128.34
60.779,60.426,75.297,33.961,128.41
60.858,60.503,75.294,33.931,128.48
60.938,60.581,75.292,33.9,128.55
61.017,60.658,75.29,33.87,128.62
61.096,60.736,75.288,33.839,128.7
61.176,60.814,75.286,33.808,128.77
61.255,60.891,75.283,33.778,128.84
61.334,60.969,75.281,33.747,128.91
61.414,61.046,75.279,33.717,128.98
61.493,61.124,75.277,33.686,129.05
61.573,61.201,75.275,33.656,129.12
61.652,61.279,75.273,33.625,129.19
61.731,61.357,75.27,33.595,129.27
61.811,61.434,75.268,33.564,129.34
61.89,61.512,75.266,33.533,129.41
61.969,61.589,75.264,33.503,129.48
62.049,61.667,75.262,33.472,129.55
62.128,61.744,75.259,33.442,129.62
62.207,61.822,75.257,33.411,129.69
62.287,61.9,75.255,33.381,129.76
62.366,61.977,75.253,33.35,129.84
62.446,62.055,75.251,33.319,129.91
62.525,62.132,75.248,33.289,129.98
62.604,62.21,75.246,33.258,130.05
62.684,62.287,75.244,33.228,130.12
62.763,62.365,75.242,33.197,130.19
62.842,62.443,75.24,33.167,130.26
62.922,62.52,75.238,33.136,130.33
63.001,62.598,75.235,33.106,130.41
63.08,62.675,75.233,33.075,130.48
63.16,62.753,75.231,33.044,130.55
63.239,62.83,75.229,33.014,130.62
63.318,62.908,75.227,32.983,130.69
63.398,62.986,75.224,32.953,130.76
63.477,63.063,75.222,32.922,130.83
63.557,63.141,75.22,32.892,130.9
63.636,63.218,75.218,32.861,130.98
63.715,63.296,75.216,32.831,131.05
63.795,63.373,75.213,32.8,131.12
63.874,63.451,75.211,32.769,131.19
63.953,63.529,75.209,32.739,131.26
64.033,63.606,75.207,32.708,131.33
64.112,63.684,75.205,32.678,131.4
64.191,63.761,75.203,32.647,131.48
64.271,63.839,75.2,32.617,131.55
64.35,63.916,75.198,32.586,131.62
64.429,63.994,75.196,32.556,131.69
64.509,64.071,75.194,32.525,131.76
64.588,64.149,75.192,32.494,131.83
64.668,64.227,75.189,32.464,131.9
64.747,64.304,75.187,32.433,131.97
64.826,64.382,75.185,32.403,132.05
64.906,64.459,75.183,32.372,132.12
64.985,64.537,75.181,32.342,132.19
65.064,64.614,75.178,32.311,132.26
65.144,64.692,75.176,32.281,132.33
65.223,64.77,75.174,32.25,132.4
65.302,64.847,75.172,32.219,132.47
65.382,64.925,75.17,32.189,132.54
65.461,65.002,75.168,32.158,132.62
65.54,65.08,75.165,32.128,132.69
65.62,65.157,75.163,32.097,132.76
65.699,65.235,75.161,32.067,132.83
65.779,65.313,75.159,32.036,132.9
65.858,65.39,75.157,32.006,132.97
65.937,65.468,75.154,31.975,133.04
66.017,65.545,75.152,31.944,133.11
66.096,65.623,75.15,31.914,133.19
66.175,65.7,75.148,31.883,133.26
66.255,65.778,75.146,31.853,133.33
66.334,65.856,75.143,31.822,133.4
66.413,65.933,75.141,31.792,133.47
66.493,66.011,75.139,31.761,133.54
66.572,66.088,75.137,31.731,133.61
66.651,66.166,75.135,31.7,133.68
66.727,66.243,75.133,31.669,133.76
66.801,66.321,75.13,31.639,133.83
66.875,66.399,75.128,31.608,133.9
66.949,66.476,75.126,31.578,133.97
67.023,66.554,75.124,31.547,134.04
67.097,66.631,75.122,31.517,134.11
67.17,66.709,75.119,31.486,134.18
67.244,66.786,75.117,31.456,134.25
67.318,66.864,75.115,31.425,134.33
67.392,66.942,75.113,31.394,134.4
67.466,67.019,75.111,31.364,134.47
67.54,67.097,75.108,31.333,134.54
67.614,67.174,75.106,31.303,134.61
67.688,67.252,75.104,31.272,134.68
67.762,67.329,75.102,31.242,134.75
67.836,67.407,75.1,31.211,134.82
67.91,67.484,75.098,31.181,134.9
67.984,67.562,75.095,31.15,134.97
68.058,67.64,75.093,31.119,135.04
68.132,67.717,75.091,31.089,135.11
68.206,67.795,75.089,31.058,135.18
68.28,67.872,75.087,31.028,135.25
68.354,67.95,75.084,30.997,135.32
68.428,68.027,75.082,30.967,135.39
68.502,68.105,75.08,30.936,135.47
68.576,68.183,75.078,30.906,135.54
68.65,68.26,75.076,30.875,135.61
68.724,68.338,75.073,30.844,135.68
68.798,68.415,75.071,30.814,135.75
68.872,68.493,75.069,30.783,135.82
68.946,68.57,75.067,30.753,135.89
69.02,68.648,75.065,30.722,135.96
69.094,68.726,75.063,30.692,136.04
69.168,68.803,75.06,30.661,136.11
69.242,68.881,75.058,30.631,136.18
69.316,68.958,75.056,30.6,136.25
69.39,69.036,75.054,30.569,136.32
69.464,69.113,75.052,30.539,136.39
69.538,69.191,75.049,30.508,136.46
69.612,69.269,75.047,30.478,136.53
69.686,69.346,75.045,30.447,136.61
69.76,69.424,75.043,30.417,136.68
69.835,69.501,75.041,30.386,136.75
69.909,69.579,75.038,30.355,136.82
69.984,69.656,75.036,30.325,136.89
70.058,69.734,75.034,30.294,136.96
70.133,69.812,75.032,30.264,137.03
70.207,69.889,75.03,30.233,137.1
70.282,69.967,75.028,30.203,137.18
70.357,70.044,75.025,30.172,137.25
70.431,70.122,75.023,30.142,137.32
70.506,70.199,75.021,30.111,137.39
70.58,70.277,75.019,30.08,137.46
70.655,70.355,75.017,30.05,137.53
70.729,70.432,75.014,30.019,137.6
70.804,70.51,75.012,29.989,137.67
70.878,70.587,75.01,29.958,137.75
70.953,70.665,75.008,29.928,137.82
71.027,70.742,75.006,29.897,137.89
71.102,70.82,75.003,29.867,137.96
71.176,70.897,75.001,29.836,138.03
71.251,70.975,74.999,29.805,138.1
71.325,71.053,74.997,29.775,138.17
71.4,71.13,74.995,29.744,138.24
71.474,71.208,74.993,29.714,138.32
71.549,71.285,74.99,29.683,138.39
71.623,71.363,74.988,29.653,138.46
71.698,71.44,74.986,29.622,138.53
71.772,71.518,74.984,29.592,138.6
71.847,71.596,74.982,29.561,138.67
71.921,71.673,74.979,29.53,138.74
71.996,71.751,74.977,29.5,138.82
72.071,71.828,74.975,29.469,138.89
72.145,71.906,74.973,29.439,138.96
72.22,71.983,74.971,29.408,139.03
72.294,72.061,74.968,29.378,139.1
72.369,72.139,74.966,29.347,139.17
72.443,72.216,74.964,29.317,139.24
72.518,72.294,74.962,29.286,139.31
72.592,72.371,74.96,29.255,139.39
72.667,72.449,74.958,29.225,139.46
72.741,72.526,74.955,29.194,139.53
72.816,72.604,74.953,29.164,139.6
72.89,72.682,74.951,29.133,139.67
72.965,72.759,74.949,29.103,139.74
73.039,72.837,74.947,29.072,139.81
73.114,72.914,74.944,29.042,139.88
73.188,72.992,74.942,29.011,139.96
73.263,73.069,74.94,28.98,140.03
73.339,73.147,74.938,28.95,140.1
73.415,73.225,74.936,28.919,140.17
73.491,73.302,74.933,28.889,140.24
73.567,73.38,74.931,28.858,140.31
73.643,73.457,74.929,28.828,140.38
73.72,73.535,74.927,28.797,140.45
73.796,73.612,74.925,28.767,140.53
73.872,73.69,74.923,28.736,140.6
73.948,73.768,74.92,28.705,140.67
74.024,73.845,74.918,28.675,140.74
74.101,73.923,74.916,28.644,140.81
74.177,74,74.914,28.614,140.88
74.253,74.078,74.912,28.583,140.95
74.329,74.155,74.909,28.553,141.02
74.405,74.233,74.907,28.522,141.1
74.481,74.311,74.905,28.492,141.17
74.558,74.388,74.903,28.461,141.24
74.634,74.466,74.901,28.43,141.31
74.71,74.543,74.898,28.4,141.38
74.786,74.621,74.896,28.369,141.45
74.862,74.698,74.894,28.339,141.52
74.939,74.776,74.892,28.308,141.59
75.015,74.853,74.89,28.278,141.67
75.091,74.931,74.888,28.247,141.74
75.167,75.009,74.885,28.217,141.81
75.244,75.086,74.883,28.186,141.88
75.322,75.164,74.881,28.155,141.95
75.399,75.241,74.879,28.125,142.02
75.476,75.319,74.877,28.094,142.09
75.554,75.396,74.874,28.064,142.16
75.631,75.474,74.872,28.033,142.24
75.708,75.552,74.87,28.003,142.31
75.785,75.629,74.868,27.972,142.38
75.863,75.707,74.866,27.942,142.45
75.94,75.784,74.863,27.911,142.52
76.017,75.862,74.861,27.88,142.59
76.095,75.939,74.859,27.85,142.66
76.172,76.017,74.857,27.819,142.73
76.249,76.095,74.855,27.789,142.81
76.326,76.172,74.853,27.758,142.88
76.404,76.25,74.85,27.728,142.95
76.481,76.327,74.848,27.697,143.02
76.558,76.405,74.846,27.666,143.09
76.636,76.482,74.844,27.636,143.16
76.713,76.56,74.842,27.605,143.23
76.79,76.638,74.839,27.575,143.3
76.867,76.715,74.837,27.544,143.38
76.945,76.793,74.835,27.514,143.45
77.022,76.87,74.833,27.483,143.52
77.099,76.948,74.831,27.453,143.59
77.177,77.025,74.828,27.422,143.66
77.254,77.103,74.826,27.391,143.73
77.331,77.181,74.824,27.361,143.8
77.408,77.258,74.822,27.33,143.87
77.486,77.336,74.82,27.3,143.95
77.563,77.413,74.817,27.269,144.02
77.64,77.491,74.815,27.239,144.09
77.718,77.568,74.813,27.208,144.16
